Original Section,Requirement ID,Requirement Summary,Attempted?,Status,Evidence Obtained,Evidence Location,Evidence Timestamp,Authoritative Source,Result,Missing Part,Reason Missing,Severity of Missing Work,Can ChatGPT Complete Later?,Needs Cursor Follow-up?,Needs Market Hours?,Needs Human Action?,Recommended Next Step,Reason Code
6,R6.chain.semantic_state,Tab chain: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.api_compare,Tab chain: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.console_errors,Tab chain: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.chain.network_errors,Tab chain: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.freshness,Tab chain: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.chain.provenance,Tab chain: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.chain.empty_loading,Tab chain: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.visual_defect,Tab chain: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.chain.wiring_trace,Tab chain: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.backend_endpoint,Tab chain: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.frontend_component,Tab chain: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.chain.recommended_correction,Tab chain: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.chain.mobile_responsive,Tab chain: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.signals.screenshot,Tab signals: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.visible_text,Tab signals: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.utc_ts,Tab signals: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.ist_ts,Tab signals: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.active_tab,Tab signals: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.semantic_state,Tab signals: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.api_compare,Tab signals: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.console_errors,Tab signals: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.network_errors,Tab signals: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.freshness,Tab signals: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.signals.provenance,Tab signals: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.signals.empty_loading,Tab signals: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.visual_defect,Tab signals: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.signals.wiring_trace,Tab signals: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.backend_endpoint,Tab signals: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.frontend_component,Tab signals: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.signals.recommended_correction,Tab signals: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.signals.mobile_responsive,Tab signals: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.trade.screenshot,Tab trade: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.visible_text,Tab trade: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.utc_ts,Tab trade: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.ist_ts,Tab trade: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.active_tab,Tab trade: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.semantic_state,Tab trade: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.api_compare,Tab trade: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.console_errors,Tab trade: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.network_errors,Tab trade: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.freshness,Tab trade: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.trade.provenance,Tab trade: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.trade.empty_loading,Tab trade: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.visual_defect,Tab trade: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.trade.wiring_trace,Tab trade: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.backend_endpoint,Tab trade: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.frontend_component,Tab trade: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.trade.recommended_correction,Tab trade: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.trade.mobile_responsive,Tab trade: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.paper.screenshot,Tab paper: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.visible_text,Tab paper: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.utc_ts,Tab paper: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.ist_ts,Tab paper: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.active_tab,Tab paper: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.semantic_state,Tab paper: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.api_compare,Tab paper: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.console_errors,Tab paper: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.network_errors,Tab paper: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.freshness,Tab paper: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.paper.provenance,Tab paper: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.paper.empty_loading,Tab paper: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.visual_defect,Tab paper: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.paper.wiring_trace,Tab paper: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.backend_endpoint,Tab paper: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.frontend_component,Tab paper: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.paper.recommended_correction,Tab paper: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.paper.mobile_responsive,Tab paper: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.positions.screenshot,Tab positions: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.positions.visible_text,Tab positions: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.positions.utc_ts,Tab positions: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.positions.ist_ts,Tab positions: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.positions.active_tab,Tab positions: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.positions.semantic_state,Tab positions: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.positions.api_compare,Tab positions: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.positions.console_errors,Tab positions: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
