requirement_id,original_prompt_section,requirement_text,status,evidence_class,captured_at_utc,source,repo_file_or_gcp_resource,workflow_run_id,artifact_id,screenshot,api_endpoint,log_query,finding_id,confidence,reason_code,next_action_owner
R6.genesis.mobile_responsive,6,Tab genesis: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.e2e-proof.screenshot,6,Tab e2e-proof: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.visible_text,6,Tab e2e-proof: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.utc_ts,6,Tab e2e-proof: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.ist_ts,6,Tab e2e-proof: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.active_tab,6,Tab e2e-proof: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.semantic_state,6,Tab e2e-proof: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.api_compare,6,Tab e2e-proof: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.console_errors,6,Tab e2e-proof: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.network_errors,6,Tab e2e-proof: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.freshness,6,Tab e2e-proof: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.provenance,6,Tab e2e-proof: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.empty_loading,6,Tab e2e-proof: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.visual_defect,6,Tab e2e-proof: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.e2e-proof.wiring_trace,6,Tab e2e-proof: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.backend_endpoint,6,Tab e2e-proof: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.frontend_component,6,Tab e2e-proof: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.e2e-proof.recommended_correction,6,Tab e2e-proof: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.e2e-proof.mobile_responsive,6,Tab e2e-proof: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.overview.screenshot,6,Tab overview: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.visible_text,6,Tab overview: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.utc_ts,6,Tab overview: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.ist_ts,6,Tab overview: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.active_tab,6,Tab overview: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.semantic_state,6,Tab overview: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.api_compare,6,Tab overview: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.console_errors,6,Tab overview: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.network_errors,6,Tab overview: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.freshness,6,Tab overview: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.provenance,6,Tab overview: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.empty_loading,6,Tab overview: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.visual_defect,6,Tab overview: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.overview.wiring_trace,6,Tab overview: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.backend_endpoint,6,Tab overview: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.frontend_component,6,Tab overview: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.overview.recommended_correction,6,Tab overview: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.overview.mobile_responsive,6,Tab overview: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.sim-live.screenshot,6,Tab sim-live: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.visible_text,6,Tab sim-live: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.utc_ts,6,Tab sim-live: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.ist_ts,6,Tab sim-live: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.active_tab,6,Tab sim-live: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.semantic_state,6,Tab sim-live: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.api_compare,6,Tab sim-live: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.console_errors,6,Tab sim-live: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.network_errors,6,Tab sim-live: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.freshness,6,Tab sim-live: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.provenance,6,Tab sim-live: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.empty_loading,6,Tab sim-live: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.visual_defect,6,Tab sim-live: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.sim-live.wiring_trace,6,Tab sim-live: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.backend_endpoint,6,Tab sim-live: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.frontend_component,6,Tab sim-live: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.sim-live.recommended_correction,6,Tab sim-live: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.sim-live.mobile_responsive,6,Tab sim-live: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.options-intel.screenshot,6,Tab options-intel: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.visible_text,6,Tab options-intel: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.utc_ts,6,Tab options-intel: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.ist_ts,6,Tab options-intel: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.active_tab,6,Tab options-intel: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.semantic_state,6,Tab options-intel: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.api_compare,6,Tab options-intel: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.console_errors,6,Tab options-intel: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.network_errors,6,Tab options-intel: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.freshness,6,Tab options-intel: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.provenance,6,Tab options-intel: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.empty_loading,6,Tab options-intel: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.visual_defect,6,Tab options-intel: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.options-intel.wiring_trace,6,Tab options-intel: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.backend_endpoint,6,Tab options-intel: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.frontend_component,6,Tab options-intel: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.options-intel.recommended_correction,6,Tab options-intel: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.options-intel.mobile_responsive,6,Tab options-intel: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.chain.screenshot,6,Tab chain: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.visible_text,6,Tab chain: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.utc_ts,6,Tab chain: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.ist_ts,6,Tab chain: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.active_tab,6,Tab chain: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.semantic_state,6,Tab chain: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.api_compare,6,Tab chain: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.console_errors,6,Tab chain: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.network_errors,6,Tab chain: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.freshness,6,Tab chain: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.provenance,6,Tab chain: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
