issue_id,screenshot_reference,module,component,observed_evidence,issue_class,severity,priority,why_it_matters,what_to_implement,how_to_implement,where_to_change,owner_agent,when_sequence,dependencies,ai_agent_query,proof_required,acceptance_criteria,test_cases,rollback_plan,final_result_required,current_status
"M024","S09: b67dd492 option-chain provenance + sparse rows","Option Chain","Zero vs missing values","Rows display 0.00/0/+0 alongside --, without semantic distinction.","Data semantics","HIGH","P1","Missing data can be treated as real zero.","Preserve nulls and add quality flags; never coerce missing numeric fields to zero.","Schema nullable fields; formatter “N/A”; calculations exclude missing; tooltip reason.","Chain parser, API schema and table formatter.","Data Quality Agent","Phase 1, days 2-5","M021.","You are the Data Quality Agent. Resolve M024 in Option Chain / Zero vs missing values. Observed evidence: Rows display 0.00/0/+0 alongside --, without semantic distinction.. WHAT: Preserve nulls and add quality flags; never coerce missing numeric fields to zero.. HOW: Schema nullable fields; formatter “N/A”; calculations exclude missing; tooltip reason.. WHERE: Chain parser, API schema and table formatter.. WHEN: Phase 1, days 2-5. Dependencies: M021.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw-to-normalized samples and null-coercion tests.. Acceptance: Missing remains null end to end; true zero is distinguishable.. Run tests: Absent key/null/empty string/zero/NaN/invalid numeric tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Raw-to-normalized samples and null-coercion tests.","Missing remains null end to end; true zero is distinguishable.","Absent key/null/empty string/zero/NaN/invalid numeric tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M025","S09: b67dd492 option-chain provenance + sparse rows","Option Chain","CE/PE column grouping","Table header has symmetric metrics but no prominent CALL/PUT group labels.","Table usability","MEDIUM","P2","Users can misread which side a value belongs to.","Add accessible grouped headers for CALLS and PUTS with sticky strike column.","Use colgroup/aria labels; clear color independent of red/green; mobile horizontal affordance.","Option-chain table component.","Table UX Agent","Phase 3, week 2","M006.","You are the Table UX Agent. Resolve M025 in Option Chain / CE/PE column grouping. Observed evidence: Table header has symmetric metrics but no prominent CALL/PUT group labels.. WHAT: Add accessible grouped headers for CALLS and PUTS with sticky strike column.. HOW: Use colgroup/aria labels; clear color independent of red/green; mobile horizontal affordance.. WHERE: Option-chain table component.. WHEN: Phase 3, week 2. Dependencies: M006.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Accessibility tree and visual snapshots.. Acceptance: Every cell has side+metric accessible name; grouping remains visible while scrolling.. Run tests: Keyboard navigation, screen reader, sticky header and narrow viewport tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Accessibility tree and visual snapshots.","Every cell has side+metric accessible name; grouping remains visible while scrolling.","Keyboard navigation, screen reader, sticky header and narrow viewport tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M026","S09: b67dd492 option-chain provenance + sparse rows","Option Chain","Default all-strikes rendering","ALL STRIKES 244/275 renders very large tables.","Performance/UX","MEDIUM","P2","Slow rendering and loss of ATM context.","Default to ±10 ATM, virtualize rows and preserve explicit all-strikes choice.","Use windowed list, measured rows, URL/persisted preference, jump-to-ATM.","Option-chain table.","Frontend Performance Agent","Phase 3, week 2","M025.","You are the Frontend Performance Agent. Resolve M026 in Option Chain / Default all-strikes rendering. Observed evidence: ALL STRIKES 244/275 renders very large tables.. WHAT: Default to ±10 ATM, virtualize rows and preserve explicit all-strikes choice.. HOW: Use windowed list, measured rows, URL/persisted preference, jump-to-ATM.. WHERE: Option-chain table.. WHEN: Phase 3, week 2. Dependencies: M025.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Render performance trace for 244/381 strikes and preference tests.. Acceptance: Interactive under defined budget; no dropped rows; ATM visible by default.. Run tests: 244/381/1000 rows, resize, filter, restore preference and screen reader tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Render performance trace for 244/381 strikes and preference tests.","Interactive under defined budget; no dropped rows; ATM visible by default.","244/381/1000 rows, resize, filter, restore preference and screen reader tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M027","S17: 56323462 table sorting arrows marked missing","Option Chain","Sorting controls","Annotated table marks missing/unclear sort arrows on expiry, type, strike, LTP, change and gain columns.","Table functionality","HIGH","P1","Users cannot analyze or reproduce ranking order.","Implement stable multi-column sorting with direction arrows and persistent preferences.","Central typed comparator; Shift-click multi-sort; null ordering; locale-aware numeric parsing; aria-sort; localStorage by table/version.","Reusable React/TypeScript DataTable used by Signals/Trade/Chain.","Frontend Table Agent","Phase 2, week 1","M024.","You are the Frontend Table Agent. Resolve M027 in Option Chain / Sorting controls. Observed evidence: Annotated table marks missing/unclear sort arrows on expiry, type, strike, LTP, change and gain columns.. WHAT: Implement stable multi-column sorting with direction arrows and persistent preferences.. HOW: Central typed comparator; Shift-click multi-sort; null ordering; locale-aware numeric parsing; aria-sort; localStorage by table/version.. WHERE: Reusable React/TypeScript DataTable used by Signals/Trade/Chain.. WHEN: Phase 2, week 1. Dependencies: M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Comparator unit tests, persistence proof, accessibility tree and screenshots.. Acceptance: All sortable headers expose order; sort is stable, multi-column, keyboard accessible and restored after reload.. Run tests: Numeric strings with commas/%/currency; nulls; ties; dates; persistence; schema-version reset tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Comparator unit tests, persistence proof, accessibility tree and screenshots.","All sortable headers expose order; sort is stable, multi-column, keyboard accessible and restored after reload.","Numeric strings with commas/%/currency; nulls; ties; dates; persistence; schema-version reset tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M028","S09: b67dd492 option-chain provenance + sparse rows","Option Chain","Snapshot freshness display","Provenance includes age, fetched UTC, and IST text in one dense line.","Time UX","MEDIUM","P2","Users can misread timezone and freshness.","Standardize timestamp display and freshness severity.","Show fetched_at IST with UTC tooltip, age badge, session date and stale threshold; parse server time only.","Provenance banner and shared Time component.","Time/UX Agent","Phase 2, week 1","M012.","You are the Time/UX Agent. Resolve M028 in Option Chain / Snapshot freshness display. Observed evidence: Provenance includes age, fetched UTC, and IST text in one dense line.. WHAT: Standardize timestamp display and freshness severity.. HOW: Show fetched_at IST with UTC tooltip, age badge, session date and stale threshold; parse server time only.. WHERE: Provenance banner and shared Time component.. WHEN: Phase 2, week 1. Dependencies: M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Clock-skew tests and screenshots.. Acceptance: One primary timezone, unambiguous date, correct age and stale color+text.. Run tests: DST/IST, midnight, skew, future timestamp, stale threshold tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Clock-skew tests and screenshots.","One primary timezone, unambiguous date, correct age and stale color+text.","DST/IST, midnight, skew, future timestamp, stale threshold tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M029","S14: 3dcb9a1d options-intel duplicate leaders + empty abnormal feed","Options Intel","PCR/IV/OI pending","PCR OI/VOL blank; IV percentile and OI change PENDING while source says dhan.","Incomplete analytics","HIGH","P1","Source availability is confused with derived-metric readiness.","Expose metric-specific status, inputs and blocker.","Each derived metric includes status, required inputs, sample window, calculation version and timestamp.","Options analytics API and sentiment cards.","Options Analytics Agent","Phase 2, week 1-2","M023,M024.","You are the Options Analytics Agent. Resolve M029 in Options Intel / PCR/IV/OI pending. Observed evidence: PCR OI/VOL blank; IV percentile and OI change PENDING while source says dhan.. WHAT: Expose metric-specific status, inputs and blocker.. HOW: Each derived metric includes status, required inputs, sample window, calculation version and timestamp.. WHERE: Options analytics API and sentiment cards.. WHEN: Phase 2, week 1-2. Dependencies: M023,M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Calculation notebook/tests and input lineage.. Acceptance: No blank metric without reason; ready metrics independently verifiable.. Run tests: No history, partial chain, zero denominator, stale data, calculation error tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Calculation notebook/tests and input lineage.","No blank metric without reason; ready metrics independently verifiable.","No history, partial chain, zero denominator, stale data, calculation error tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M030","S12: 7b4bda7c abnormal activity unavailable","Options Intel","Abnormal activity feed absent","AFTER HOURS: No catalyst/sentiment feed is wired.","Missing capability","MEDIUM","P2","Feature card exists but cannot produce evidence.","Either wire a verified feed or hide/label roadmap-only capability.","Define sources, licensing, timestamps, entity mapping, confidence and fail-closed empty state.","Catalyst ingestion and Abnormal Activity card.","Research Data Agent","Phase 4, backlog after core proof","M012, source licensing.","You are the Research Data Agent. Resolve M030 in Options Intel / Abnormal activity feed absent. Observed evidence: AFTER HOURS: No catalyst/sentiment feed is wired.. WHAT: Either wire a verified feed or hide/label roadmap-only capability.. HOW: Define sources, licensing, timestamps, entity mapping, confidence and fail-closed empty state.. WHERE: Catalyst ingestion and Abnormal Activity card.. WHEN: Phase 4, backlog after core proof. Dependencies: M012, source licensing.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Source contracts, sample events, false-positive evaluation and provenance screenshots.. Acceptance: No activity claim without sourced event; feature remains explicitly unavailable otherwise.. Run tests: No feed, stale feed, conflicting sources, duplicate event and symbol mapping tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Source contracts, sample events, false-positive evaluation and provenance screenshots.","No activity claim without sourced event; feature remains explicitly unavailable otherwise.","No feed, stale feed, conflicting sources, duplicate event and symbol mapping tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M031","S13: 70dcfdcf duplicate SENSEX leader labels + extreme gains","Options Intel","Duplicate leader labels","Top rows show SENSEX PE repeatedly with 4400%, 2500%, 1650%, no strike/expiry/contract.","Entity identity","HIGH","P1","Distinct contracts appear identical and cannot be audited.","Display full contract identity and stable key.","Show symbol, expiry, type, strike, security ID, LTP/base, volume/OI and source snapshot ID.","Market Leaders card and rank API.","Signals UX Agent","Phase 1-2, week 1","M021,M023.","You are the Signals UX Agent. Resolve M031 in Options Intel / Duplicate leader labels. Observed evidence: Top rows show SENSEX PE repeatedly with 4400%, 2500%, 1650%, no strike/expiry/contract.. WHAT: Display full contract identity and stable key.. HOW: Show symbol, expiry, type, strike, security ID, LTP/base, volume/OI and source snapshot ID.. WHERE: Market Leaders card and rank API.. WHEN: Phase 1-2, week 1. Dependencies: M021,M023.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Row-to-contract mapping proof and unique key tests.. Acceptance: No duplicate-looking rows unless identity fields truly match; clicking opens exact chain row.. Run tests: Same symbol/different strike/expiry, duplicate security ID and missing mapping tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Row-to-contract mapping proof and unique key tests.","No duplicate-looking rows unless identity fields truly match; clicking opens exact chain row.","Same symbol/different strike/expiry, duplicate security ID and missing mapping tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M032","S13: 70dcfdcf duplicate SENSEX leader labels + extreme gains","Signals","Extreme gain percentage quality","SENSEX option gains show 4400%, 2500%, 1650% from tiny base prices.","Outlier/data quality","CRITICAL","P0","Percentage ranking is dominated by low-base artifacts and may mislead decisions.","Add base-price validation, absolute change, minimum previous price, liquidity filters and outlier flags.","Compute gain from verified previous close; reject zero/near-zero base; winsorize only for display, never hide raw; rank with liquidity-adjusted score.","Scanner/ranker pipeline and UI.","Quant Data Quality Agent","Phase 0-2, week 1","M023,M024.","You are the Quant Data Quality Agent. Resolve M032 in Signals / Extreme gain percentage quality. Observed evidence: SENSEX option gains show 4400%, 2500%, 1650% from tiny base prices.. WHAT: Add base-price validation, absolute change, minimum previous price, liquidity filters and outlier flags.. HOW: Compute gain from verified previous close; reject zero/near-zero base; winsorize only for display, never hide raw; rank with liquidity-adjusted score.. WHERE: Scanner/ranker pipeline and UI.. WHEN: Phase 0-2, week 1. Dependencies: M023,M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw previous price/LTP artifacts, recomputation, outlier report and ranking comparison.. Acceptance: Every gain has valid base and formula; extreme rows are flagged and cannot imply model confidence.. Run tests: Previous close 0/0.05/missing/corporate action/stale LTP/illiquid tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Raw previous price/LTP artifacts, recomputation, outlier report and ranking comparison.","Every gain has valid base and formula; extreme rows are flagged and cannot imply model confidence.","Previous close 0/0.05/missing/corporate action/stale LTP/illiquid tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M033","S16: b9559af0 candidate 100% confidence/4400% gain","Signals","Candidate confidence mislabeled","REAL CANDIDATE EVIDENCE displays Confidence 100.0% based on scanner_top_contract_gainers.","Model semantics","CRITICAL","P0","A ranking heuristic is presented as certainty.","Rename to scanner score or remove; model confidence only from calibrated registered model.","Typed evidence fields: scanner_score, model_probability, calibration status; prohibit UI fallback between them.","Signals API/card and schema.","Model UX Contract Agent","Phase 0, first 24 hours","M014.","You are the Model UX Contract Agent. Resolve M033 in Signals / Candidate confidence mislabeled. Observed evidence: REAL CANDIDATE EVIDENCE displays Confidence 100.0% based on scanner_top_contract_gainers.. WHAT: Rename to scanner score or remove; model confidence only from calibrated registered model.. HOW: Typed evidence fields: scanner_score, model_probability, calibration status; prohibit UI fallback between them.. WHERE: Signals API/card and schema.. WHEN: Phase 0, first 24 hours. Dependencies: M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Schema tests, calibration artifact link and before/after screenshot.. Acceptance: No “confidence” percentage without model_version, calibration and OOS evidence.. Run tests: Heuristic-only, uncalibrated model, missing version and stale calibration tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Schema tests, calibration artifact link and before/after screenshot.","No “confidence” percentage without model_version, calibration and OOS evidence.","Heuristic-only, uncalibrated model, missing version and stale calibration tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M034","S16: b9559af0 candidate 100% confidence/4400% gain","Signals","Candidate card credibility","Card says REAL CANDIDATE EVIDENCE and gives entry/SL/target despite gates blocking and thin premium.","Risk communication","CRITICAL","P0","Looks like an actionable recommendation without validated execution proof.","Reframe as “scanner observation” and suppress entry/SL/target until paper-eligible gate passes.","Require usable quotes, spread, slippage, max loss, model and risk gate; show non-actionable watermark.","Signals card.","Trading Safety UX Agent","Phase 0-1, days 1-3","M023,M032,M033.","You are the Trading Safety UX Agent. Resolve M034 in Signals / Candidate card credibility. Observed evidence: Card says REAL CANDIDATE EVIDENCE and gives entry/SL/target despite gates blocking and thin premium.. WHAT: Reframe as “scanner observation” and suppress entry/SL/target until paper-eligible gate passes.. HOW: Require usable quotes, spread, slippage, max loss, model and risk gate; show non-actionable watermark.. WHERE: Signals card.. WHEN: Phase 0-1, days 1-3. Dependencies: M023,M032,M033.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Gate fixture screenshots and conditional-render tests.. Acceptance: Blocked candidates cannot show actionable trade plan; zero broker-order controls.. Run tests: Blocked/eligible/stale/market-closed/illiquid fixtures.. Return the mandatory final-result JSON with artifact URIs and hashes.","Gate fixture screenshots and conditional-render tests.","Blocked candidates cannot show actionable trade plan; zero broker-order controls.","Blocked/eligible/stale/market-closed/illiquid fixtures.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M035","S16: b9559af0 candidate 100% confidence/4400% gain","Signals","Entry/SL/target methodology","Entry 2.25, SL 1.80, target 2.93 shown without bid/ask, spread, lot size, costs or formula.","Risk methodology","HIGH","P1","Displayed levels may be unfillable or economically invalid.","Publish methodology and cost-aware executable prices only in paper-eligible mode.","Use bid/ask/market impact, tick size, lot size, fees, slippage; link formula/version and max-loss.","Strategy sizing/risk API and card.","Pre-Trade Risk Agent","Phase 2-3, weeks 1-2","M023,M034.","You are the Pre-Trade Risk Agent. Resolve M035 in Signals / Entry/SL/target methodology. Observed evidence: Entry 2.25, SL 1.80, target 2.93 shown without bid/ask, spread, lot size, costs or formula.. WHAT: Publish methodology and cost-aware executable prices only in paper-eligible mode.. HOW: Use bid/ask/market impact, tick size, lot size, fees, slippage; link formula/version and max-loss.. WHERE: Strategy sizing/risk API and card.. WHEN: Phase 2-3, weeks 1-2. Dependencies: M023,M034.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Formula spec, quote snapshot, cost breakdown and replay result.. Acceptance: Independent recomputation matches; target/SL obey tick/lot and bounded loss.. Run tests: Wide spread, no ask, price gaps, lot rounding, fees and expiry-day tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Formula spec, quote snapshot, cost breakdown and replay result.","Independent recomputation matches; target/SL obey tick/lot and bounded loss.","Wide spread, no ask, price gaps, lot rounding, fees and expiry-day tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M036","S15: e4bffe8b Moneycontrol scrape failed/empty board","Signals","Third-party Moneycontrol failure","ALL-INDIA TOP OPTION GAINERS shows SCRAPE_FAILED, 0 rows; 403 reference board.","External dependency","HIGH","P1","Scraping is unreliable and can create inconsistent boards.","Remove scrape dependency from critical path; isolate as optional reference with health/retry/legal checks.","Use official/licensed API if needed; circuit breaker; cache provenance; never affect decisions/gates.","Reference-board ingestion and UI.","External Data Integration Agent","Phase 1-2, week 1","Legal/source approval.","You are the External Data Integration Agent. Resolve M036 in Signals / Third-party Moneycontrol failure. Observed evidence: ALL-INDIA TOP OPTION GAINERS shows SCRAPE_FAILED, 0 rows; 403 reference board.. WHAT: Remove scrape dependency from critical path; isolate as optional reference with health/retry/legal checks.. HOW: Use official/licensed API if needed; circuit breaker; cache provenance; never affect decisions/gates.. WHERE: Reference-board ingestion and UI.. WHEN: Phase 1-2, week 1. Dependencies: Legal/source approval.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Failure logs, circuit-breaker test, optional-source isolation proof.. Acceptance: Dhan board unaffected by 403; reference control shows unavailable reason and last success.. Run tests: 403/429/schema change/timeout/stale cache/source disagreement tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Failure logs, circuit-breaker test, optional-source isolation proof.","Dhan board unaffected by 403; reference control shows unavailable reason and last success.","403/429/schema change/timeout/stale cache/source disagreement tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
