issue_id,priority,module,observed_evidence,proof_required,acceptance_criteria,test_cases,owner_agent,when_sequence,ai_agent_query,final_result_required
"M027","P1","Option Chain","Annotated table marks missing/unclear sort arrows on expiry, type, strike, LTP, change and gain columns.","Comparator unit tests, persistence proof, accessibility tree and screenshots.","All sortable headers expose order; sort is stable, multi-column, keyboard accessible and restored after reload.","Numeric strings with commas/%/currency; nulls; ties; dates; persistence; schema-version reset tests.","Frontend Table Agent","Phase 2, week 1","You are the Frontend Table Agent. Resolve M027 in Option Chain / Sorting controls. Observed evidence: Annotated table marks missing/unclear sort arrows on expiry, type, strike, LTP, change and gain columns.. WHAT: Implement stable multi-column sorting with direction arrows and persistent preferences.. HOW: Central typed comparator; Shift-click multi-sort; null ordering; locale-aware numeric parsing; aria-sort; localStorage by table/version.. WHERE: Reusable React/TypeScript DataTable used by Signals/Trade/Chain.. WHEN: Phase 2, week 1. Dependencies: M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Comparator unit tests, persistence proof, accessibility tree and screenshots.. Acceptance: All sortable headers expose order; sort is stable, multi-column, keyboard accessible and restored after reload.. Run tests: Numeric strings with commas/%/currency; nulls; ties; dates; persistence; schema-version reset tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M028","P2","Option Chain","Provenance includes age, fetched UTC, and IST text in one dense line.","Clock-skew tests and screenshots.","One primary timezone, unambiguous date, correct age and stale color+text.","DST/IST, midnight, skew, future timestamp, stale threshold tests.","Time/UX Agent","Phase 2, week 1","You are the Time/UX Agent. Resolve M028 in Option Chain / Snapshot freshness display. Observed evidence: Provenance includes age, fetched UTC, and IST text in one dense line.. WHAT: Standardize timestamp display and freshness severity.. HOW: Show fetched_at IST with UTC tooltip, age badge, session date and stale threshold; parse server time only.. WHERE: Provenance banner and shared Time component.. WHEN: Phase 2, week 1. Dependencies: M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Clock-skew tests and screenshots.. Acceptance: One primary timezone, unambiguous date, correct age and stale color+text.. Run tests: DST/IST, midnight, skew, future timestamp, stale threshold tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M029","P1","Options Intel","PCR OI/VOL blank; IV percentile and OI change PENDING while source says dhan.","Calculation notebook/tests and input lineage.","No blank metric without reason; ready metrics independently verifiable.","No history, partial chain, zero denominator, stale data, calculation error tests.","Options Analytics Agent","Phase 2, week 1-2","You are the Options Analytics Agent. Resolve M029 in Options Intel / PCR/IV/OI pending. Observed evidence: PCR OI/VOL blank; IV percentile and OI change PENDING while source says dhan.. WHAT: Expose metric-specific status, inputs and blocker.. HOW: Each derived metric includes status, required inputs, sample window, calculation version and timestamp.. WHERE: Options analytics API and sentiment cards.. WHEN: Phase 2, week 1-2. Dependencies: M023,M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Calculation notebook/tests and input lineage.. Acceptance: No blank metric without reason; ready metrics independently verifiable.. Run tests: No history, partial chain, zero denominator, stale data, calculation error tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M030","P2","Options Intel","AFTER HOURS: No catalyst/sentiment feed is wired.","Source contracts, sample events, false-positive evaluation and provenance screenshots.","No activity claim without sourced event; feature remains explicitly unavailable otherwise.","No feed, stale feed, conflicting sources, duplicate event and symbol mapping tests.","Research Data Agent","Phase 4, backlog after core proof","You are the Research Data Agent. Resolve M030 in Options Intel / Abnormal activity feed absent. Observed evidence: AFTER HOURS: No catalyst/sentiment feed is wired.. WHAT: Either wire a verified feed or hide/label roadmap-only capability.. HOW: Define sources, licensing, timestamps, entity mapping, confidence and fail-closed empty state.. WHERE: Catalyst ingestion and Abnormal Activity card.. WHEN: Phase 4, backlog after core proof. Dependencies: M012, source licensing.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Source contracts, sample events, false-positive evaluation and provenance screenshots.. Acceptance: No activity claim without sourced event; feature remains explicitly unavailable otherwise.. Run tests: No feed, stale feed, conflicting sources, duplicate event and symbol mapping tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M031","P1","Options Intel","Top rows show SENSEX PE repeatedly with 4400%, 2500%, 1650%, no strike/expiry/contract.","Row-to-contract mapping proof and unique key tests.","No duplicate-looking rows unless identity fields truly match; clicking opens exact chain row.","Same symbol/different strike/expiry, duplicate security ID and missing mapping tests.","Signals UX Agent","Phase 1-2, week 1","You are the Signals UX Agent. Resolve M031 in Options Intel / Duplicate leader labels. Observed evidence: Top rows show SENSEX PE repeatedly with 4400%, 2500%, 1650%, no strike/expiry/contract.. WHAT: Display full contract identity and stable key.. HOW: Show symbol, expiry, type, strike, security ID, LTP/base, volume/OI and source snapshot ID.. WHERE: Market Leaders card and rank API.. WHEN: Phase 1-2, week 1. Dependencies: M021,M023.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Row-to-contract mapping proof and unique key tests.. Acceptance: No duplicate-looking rows unless identity fields truly match; clicking opens exact chain row.. Run tests: Same symbol/different strike/expiry, duplicate security ID and missing mapping tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M032","P0","Signals","SENSEX option gains show 4400%, 2500%, 1650% from tiny base prices.","Raw previous price/LTP artifacts, recomputation, outlier report and ranking comparison.","Every gain has valid base and formula; extreme rows are flagged and cannot imply model confidence.","Previous close 0/0.05/missing/corporate action/stale LTP/illiquid tests.","Quant Data Quality Agent","Phase 0-2, week 1","You are the Quant Data Quality Agent. Resolve M032 in Signals / Extreme gain percentage quality. Observed evidence: SENSEX option gains show 4400%, 2500%, 1650% from tiny base prices.. WHAT: Add base-price validation, absolute change, minimum previous price, liquidity filters and outlier flags.. HOW: Compute gain from verified previous close; reject zero/near-zero base; winsorize only for display, never hide raw; rank with liquidity-adjusted score.. WHERE: Scanner/ranker pipeline and UI.. WHEN: Phase 0-2, week 1. Dependencies: M023,M024.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw previous price/LTP artifacts, recomputation, outlier report and ranking comparison.. Acceptance: Every gain has valid base and formula; extreme rows are flagged and cannot imply model confidence.. Run tests: Previous close 0/0.05/missing/corporate action/stale LTP/illiquid tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M033","P0","Signals","REAL CANDIDATE EVIDENCE displays Confidence 100.0% based on scanner_top_contract_gainers.","Schema tests, calibration artifact link and before/after screenshot.","No “confidence” percentage without model_version, calibration and OOS evidence.","Heuristic-only, uncalibrated model, missing version and stale calibration tests.","Model UX Contract Agent","Phase 0, first 24 hours","You are the Model UX Contract Agent. Resolve M033 in Signals / Candidate confidence mislabeled. Observed evidence: REAL CANDIDATE EVIDENCE displays Confidence 100.0% based on scanner_top_contract_gainers.. WHAT: Rename to scanner score or remove; model confidence only from calibrated registered model.. HOW: Typed evidence fields: scanner_score, model_probability, calibration status; prohibit UI fallback between them.. WHERE: Signals API/card and schema.. WHEN: Phase 0, first 24 hours. Dependencies: M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Schema tests, calibration artifact link and before/after screenshot.. Acceptance: No “confidence” percentage without model_version, calibration and OOS evidence.. Run tests: Heuristic-only, uncalibrated model, missing version and stale calibration tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M034","P0","Signals","Card says REAL CANDIDATE EVIDENCE and gives entry/SL/target despite gates blocking and thin premium.","Gate fixture screenshots and conditional-render tests.","Blocked candidates cannot show actionable trade plan; zero broker-order controls.","Blocked/eligible/stale/market-closed/illiquid fixtures.","Trading Safety UX Agent","Phase 0-1, days 1-3","You are the Trading Safety UX Agent. Resolve M034 in Signals / Candidate card credibility. Observed evidence: Card says REAL CANDIDATE EVIDENCE and gives entry/SL/target despite gates blocking and thin premium.. WHAT: Reframe as “scanner observation” and suppress entry/SL/target until paper-eligible gate passes.. HOW: Require usable quotes, spread, slippage, max loss, model and risk gate; show non-actionable watermark.. WHERE: Signals card.. WHEN: Phase 0-1, days 1-3. Dependencies: M023,M032,M033.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Gate fixture screenshots and conditional-render tests.. Acceptance: Blocked candidates cannot show actionable trade plan; zero broker-order controls.. Run tests: Blocked/eligible/stale/market-closed/illiquid fixtures.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M035","P1","Signals","Entry 2.25, SL 1.80, target 2.93 shown without bid/ask, spread, lot size, costs or formula.","Formula spec, quote snapshot, cost breakdown and replay result.","Independent recomputation matches; target/SL obey tick/lot and bounded loss.","Wide spread, no ask, price gaps, lot rounding, fees and expiry-day tests.","Pre-Trade Risk Agent","Phase 2-3, weeks 1-2","You are the Pre-Trade Risk Agent. Resolve M035 in Signals / Entry/SL/target methodology. Observed evidence: Entry 2.25, SL 1.80, target 2.93 shown without bid/ask, spread, lot size, costs or formula.. WHAT: Publish methodology and cost-aware executable prices only in paper-eligible mode.. HOW: Use bid/ask/market impact, tick size, lot size, fees, slippage; link formula/version and max-loss.. WHERE: Strategy sizing/risk API and card.. WHEN: Phase 2-3, weeks 1-2. Dependencies: M023,M034.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Formula spec, quote snapshot, cost breakdown and replay result.. Acceptance: Independent recomputation matches; target/SL obey tick/lot and bounded loss.. Run tests: Wide spread, no ask, price gaps, lot rounding, fees and expiry-day tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M036","P1","Signals","ALL-INDIA TOP OPTION GAINERS shows SCRAPE_FAILED, 0 rows; 403 reference board.","Failure logs, circuit-breaker test, optional-source isolation proof.","Dhan board unaffected by 403; reference control shows unavailable reason and last success.","403/429/schema change/timeout/stale cache/source disagreement tests.","External Data Integration Agent","Phase 1-2, week 1","You are the External Data Integration Agent. Resolve M036 in Signals / Third-party Moneycontrol failure. Observed evidence: ALL-INDIA TOP OPTION GAINERS shows SCRAPE_FAILED, 0 rows; 403 reference board.. WHAT: Remove scrape dependency from critical path; isolate as optional reference with health/retry/legal checks.. HOW: Use official/licensed API if needed; circuit breaker; cache provenance; never affect decisions/gates.. WHERE: Reference-board ingestion and UI.. WHEN: Phase 1-2, week 1. Dependencies: Legal/source approval.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Failure logs, circuit-breaker test, optional-source isolation proof.. Acceptance: Dhan board unaffected by 403; reference control shows unavailable reason and last success.. Run tests: 403/429/schema change/timeout/stale cache/source disagreement tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M037","P1","Signals","MONEYCONTROL, DHAN LIVE, WS STREAM, LIVE OFF controls mix source, transport and execution.","Interaction spec and user-flow screenshots.","No control can be mistaken for enabling live execution; state survives reload.","Keyboard, disabled source, unavailable source, reload persistence tests.","Frontend Information Architecture Agent","Phase 2, week 1","You are the Frontend Information Architecture Agent. Resolve M037 in Signals / Source-toggle semantics. Observed evidence: MONEYCONTROL, DHAN LIVE, WS STREAM, LIVE OFF controls mix source, transport and execution.. WHAT: Separate source selector, transport indicator and execution lock; make read-only controls explicit.. HOW: Use tabs for data views, noninteractive badges for transport/safety, tooltips and persisted selection.. WHERE: Signals/Trade board header.. WHEN: Phase 2, week 1. Dependencies: M001,M005.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Interaction spec and user-flow screenshots.. Acceptance: No control can be mistaken for enabling live execution; state survives reload.. Run tests: Keyboard, disabled source, unavailable source, reload persistence tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M038","P1","Signals","Moneycontrol says no gainers yet while Dhan board elsewhere has 25 rows.","Source-specific fixtures and screenshots.","Empty third-party board never hides or contradicts Dhan rows.","One source empty/other ready; both empty; stale source; source switch tests.","Signals UX Agent","Phase 2, week 1","You are the Signals UX Agent. Resolve M038 in Signals / Empty board contradiction. Observed evidence: Moneycontrol says no gainers yet while Dhan board elsewhere has 25 rows.. WHAT: Scope every board title and empty state to selected source.. HOW: Include source, status, row count, last success and fallback policy in title.. WHERE: Signals/Trade boards.. WHEN: Phase 2, week 1. Dependencies: M037.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Source-specific fixtures and screenshots.. Acceptance: Empty third-party board never hides or contradicts Dhan rows.. Run tests: One source empty/other ready; both empty; stale source; source switch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M039","P0","Paper Trading","Ledger source shown, Displayed rows 0, open positions 0, but other views report 9 paper trades and realized -₹1806.07.","Nine-trade event export, reconciliation report and checksum.","Displayed closed rows=9 and sum equals realized P&L exactly; open=0 remains separate.","Duplicate fills, partial exit, fees, EOD exit, restart/idempotency and missing mark tests.","Paper Reconciliation Agent","Phase 0-2, 1-2 weeks","You are the Paper Reconciliation Agent. Resolve M039 in Paper Trading / Paper provenance zero rows. Observed evidence: Ledger source shown, Displayed rows 0, open positions 0, but other views report 9 paper trades and realized -₹1806.07.. WHAT: Add closed fills/trades ledger and reconcile aggregates.. HOW: Immutable events, entry/exit/costs, source mark, reason, timestamps, checksum; separate open vs closed tables.. WHERE: Paper engine, positions_live output, Paper console, Performance.. WHEN: Phase 0-2, 1-2 weeks. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Nine-trade event export, reconciliation report and checksum.. Acceptance: Displayed closed rows=9 and sum equals realized P&L exactly; open=0 remains separate.. Run tests: Duplicate fills, partial exit, fees, EOD exit, restart/idempotency and missing mark tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M040","P2","Paper Trading","UI exposes /app/outputs/positions_live.json as ledger/source.","Artifact registry record and access-control test.","Evidence survives redeploy and verifies checksum without exposing internal paths.","Missing artifact, checksum mismatch, unauthorized access and redeploy tests.","Proof Registry Agent","Phase 3, week 2","You are the Proof Registry Agent. Resolve M040 in Paper Trading / Internal path as provenance. Observed evidence: UI exposes /app/outputs/positions_live.json as ledger/source.. WHAT: Expose artifact ID/URI/checksum instead of container path.. HOW: Store artifact metadata in proof registry; UI links through authenticated read-only evidence route.. WHERE: Paper provenance API/UI.. WHEN: Phase 3, week 2. Dependencies: M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Artifact registry record and access-control test.. Acceptance: Evidence survives redeploy and verifies checksum without exposing internal paths.. Run tests: Missing artifact, checksum mismatch, unauthorized access and redeploy tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M041","P1","Paper Trading","Text says Dhan production tokens have no paper sandbox; fills local sim using live chain LTP.","Fill-model spec, replay comparison and assumption sensitivity.","Every paper trade references fill_model_version and cost assumptions.","Gap/spread/partial fill/market closed/illiquid/expiry tests.","Simulation Validation Agent","Phase 2-3, weeks 1-2","You are the Simulation Validation Agent. Resolve M041 in Paper Trading / No broker sandbox clarity. Observed evidence: Text says Dhan production tokens have no paper sandbox; fills local sim using live chain LTP.. WHAT: Formalize simulation model and disclose limitations.. HOW: Version fill model, queue/latency/spread/slippage assumptions; label local simulation everywhere.. WHERE: Paper engine docs, API, UI.. WHEN: Phase 2-3, weeks 1-2. Dependencies: M023,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Fill-model spec, replay comparison and assumption sensitivity.. Acceptance: Every paper trade references fill_model_version and cost assumptions.. Run tests: Gap/spread/partial fill/market closed/illiquid/expiry tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M042","P1","Paper Trading","Positions showed 0.3% while Performance proves 3W/9=33.3%.","Raw payload, formatter tests and cross-page screenshots.","3/9 renders 33.3% everywhere.","0, null, 1/3, 1.0, 33.3 input variants and localization tests.","Frontend Contract Agent","Phase 1, days 2-4","You are the Frontend Contract Agent. Resolve M042 in Paper Trading / Win-rate formatting defect. Observed evidence: Positions showed 0.3% while Performance proves 3W/9=33.3%.. WHAT: Centralize fraction/percent units and formatting.. HOW: Declare unit in API schema, one formatter, contract tests across views.. WHERE: Positions/Performance/Overview shared metrics.. WHEN: Phase 1, days 2-4. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw payload, formatter tests and cross-page screenshots.. Acceptance: 3/9 renders 33.3% everywhere.. Run tests: 0, null, 1/3, 1.0, 33.3 input variants and localization tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
