File_Path,Domain_Category,Component_Type,Is_Active,Associated_API_Route_Or_Job,SHA_Provenance,Notes_And_Diagnostics
dashboard/backend/add_validation.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1432 bytes | Head SHA: 4756f5a0e
dashboard/backend/advanced_charting.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7084 bytes | Head SHA: 4756f5a0e
dashboard/backend/advanced_filtering.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7635 bytes | Head SHA: 4756f5a0e
dashboard/backend/alerts_system.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 13533 bytes | Head SHA: 4756f5a0e
dashboard/backend/auto_gates_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9090 bytes | Head SHA: 4756f5a0e
dashboard/backend/continuous_closure_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 15746 bytes | Head SHA: 4756f5a0e
dashboard/backend/contract_gain_scanner.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 23365 bytes | Head SHA: 4756f5a0e
dashboard/backend/dashboard_truth.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 581 bytes | Head SHA: 4756f5a0e
dashboard/backend/enhance_endpoints.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1520 bytes | Head SHA: 4756f5a0e
dashboard/backend/error_handler_utils.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3479 bytes | Head SHA: 4756f5a0e
dashboard/backend/export_reporting.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5439 bytes | Head SHA: 4756f5a0e
dashboard/backend/fix_backend_errors.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1310 bytes | Head SHA: 4756f5a0e
dashboard/backend/fix_bare_excepts.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2136 bytes | Head SHA: 4756f5a0e
dashboard/backend/fo_eligibility_filter.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9540 bytes | Head SHA: 4756f5a0e
dashboard/backend/gain_rank_spot_enrichment.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2366 bytes | Head SHA: 4756f5a0e
dashboard/backend/greeks_calculator.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2670 bytes | Head SHA: 4756f5a0e
dashboard/backend/human_approval_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2027 bytes | Head SHA: 4756f5a0e
dashboard/backend/lifetime_research_engine.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 12334 bytes | Head SHA: 4756f5a0e
dashboard/backend/live_profit_validator.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 12103 bytes | Head SHA: 4756f5a0e
dashboard/backend/logging_prod.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1127 bytes | Head SHA: 4756f5a0e
dashboard/backend/metrics.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3056 bytes | Head SHA: 4756f5a0e
dashboard/backend/middleware/__init__.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 21 bytes | Head SHA: 4756f5a0e
dashboard/backend/middleware/memory_guard.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8461 bytes | Head SHA: 4756f5a0e
dashboard/backend/multi_validation_audit.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 16109 bytes | Head SHA: 4756f5a0e
dashboard/backend/performance_predictor.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 13819 bytes | Head SHA: 4756f5a0e
dashboard/backend/portfolio_truth_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 16547 bytes | Head SHA: 4756f5a0e
dashboard/backend/profit_governor.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8781 bytes | Head SHA: 4756f5a0e
dashboard/backend/proof_ledger_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9156 bytes | Head SHA: 4756f5a0e
dashboard/backend/risk_management.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9699 bytes | Head SHA: 4756f5a0e
dashboard/backend/runtime_state_store.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 20586 bytes | Head SHA: 4756f5a0e
dashboard/backend/signal_plan_audit.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8888 bytes | Head SHA: 4756f5a0e
dashboard/backend/standardize_responses.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1649 bytes | Head SHA: 4756f5a0e
dashboard/backend/state_sync_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 20867 bytes | Head SHA: 4756f5a0e
dashboard/backend/structured_logging.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5018 bytes | Head SHA: 4756f5a0e
dashboard/backend/synthetic_data_generator.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 13170 bytes | Head SHA: 4756f5a0e
dashboard/backend/trade_journal.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 4095 bytes | Head SHA: 4756f5a0e
dashboard/backend/trade_logger.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5045 bytes | Head SHA: 4756f5a0e
dashboard/backend/trader_requirements_service.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7118 bytes | Head SHA: 4756f5a0e
dashboard/e2e/electron_visual_verify.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7214 bytes | Head SHA: 4756f5a0e
desktop_app/main.js,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 12764 bytes | Head SHA: 4756f5a0e
desktop_app/package-lock.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 149368 bytes | Head SHA: 4756f5a0e
desktop_app/package.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1689 bytes | Head SHA: 4756f5a0e
desktop_app/preload.js,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 947 bytes | Head SHA: 4756f5a0e
diagnose_dashboard_blank.js,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2751 bytes | Head SHA: 4756f5a0e
electron_app_connectivity_test.js,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2630 bytes | Head SHA: 4756f5a0e
final_system_validation_test.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 10649 bytes | Head SHA: 4756f5a0e
forensic_analysis_system.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8527 bytes | Head SHA: 4756f5a0e
kill_switch.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 283 bytes | Head SHA: 4756f5a0e
live_cloud_probe_summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 295074 bytes | Head SHA: 4756f5a0e
market_hours_state.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 143 bytes | Head SHA: 4756f5a0e
outputs/runtime_state.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_1.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_10.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_11.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_12.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_13.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_14.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2026 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_2.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_3.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_4.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_5.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_6.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_7.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_8.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
outputs/state_snapshots/state_9.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1731 bytes | Head SHA: 4756f5a0e
package-lock.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 247704 bytes | Head SHA: 4756f5a0e
package.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 410 bytes | Head SHA: 4756f5a0e
perf_metrics.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 151 bytes | Head SHA: 4756f5a0e
phase_integrity_check_results.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9859 bytes | Head SHA: 4756f5a0e
playwright.config.ts,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 978 bytes | Head SHA: 4756f5a0e
production_grade_validation.py,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 32943 bytes | Head SHA: 4756f5a0e
proof/GOVERNANCE_QA_ANALYSIS_PROOF.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5454 bytes | Head SHA: 4756f5a0e
proof/archive/RUN_ALL_FAIL_20260226_002712.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 421 bytes | Head SHA: 4756f5a0e
proof/archive/RUN_ALL_FAIL_20260226_012851.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 421 bytes | Head SHA: 4756f5a0e
proof/archive/RUN_ALL_FAIL_20260226_081203.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 359 bytes | Head SHA: 4756f5a0e
proof/archive/RUN_ALL_FAIL_20260226_215241.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 359 bytes | Head SHA: 4756f5a0e
proof/archive/RUN_ALL_FAIL_20260226_222607.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 359 bytes | Head SHA: 4756f5a0e
reports/coordination/AUTHORITY_RANK_ANALYSIS.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7250 bytes | Head SHA: 4756f5a0e
reports/coordination/COMMAND_CENTER.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2294 bytes | Head SHA: 4756f5a0e
reports/coordination/GITHUB_ACTION_MAP_STATUS.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3223 bytes | Head SHA: 4756f5a0e
reports/coordination/ISSUES_MERMAID.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1325 bytes | Head SHA: 4756f5a0e
reports/coordination/ISSUES_ONLY.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5326 bytes | Head SHA: 4756f5a0e
reports/coordination/LIVE_PROOF_CENTER_POINTER.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 611 bytes | Head SHA: 4756f5a0e
reports/coordination/PHASE2_FIVE_LAYER_ARCHITECTURE_AUDIT_20260826.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1608 bytes | Head SHA: 4756f5a0e
reports/coordination/RENDER_HOST_RETIRED_MRI_HANDOFF_20260823.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 6419 bytes | Head SHA: 4756f5a0e
reports/coordination/RHUI_V2.2_GATE_BOARD.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1835 bytes | Head SHA: 4756f5a0e
reports/coordination/RHUI_V2.2_RiskExecution_SSOT.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3484 bytes | Head SHA: 4756f5a0e
reports/coordination/RHUI_V2.2_Verification_Checklist.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5515 bytes | Head SHA: 4756f5a0e
reports/coordination/SMOKE_TEST_LAST.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 750 bytes | Head SHA: 4756f5a0e
reports/coordination/SYSTEM3_FULL_LIFECYCLE_MRI_DATA.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 11112 bytes | Head SHA: 4756f5a0e
reports/coordination/SYSTEM3_PATCH_0021_CURSOR_VERIFICATION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3316 bytes | Head SHA: 4756f5a0e
reports/coordination/SYSTEM3_ULTRA_MRI_HANDOFF.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 830 bytes | Head SHA: 4756f5a0e
reports/coordination/TODO_CHECKLIST_FULL_VERIFY.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7325 bytes | Head SHA: 4756f5a0e
reports/coordination/TODO_CHECKLIST_FULL_VERIFY.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7207 bytes | Head SHA: 4756f5a0e
reports/coordination/TRACKING_CHECKLIST.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 11770 bytes | Head SHA: 4756f5a0e
reports/coordination/TRACKING_CHECKLIST.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5147 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/README.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1367 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_micro_execution_plan.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8358 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_micro_issue_master.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 161764 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_micro_proof_matrix.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 124343 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_pending_actions.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 16800 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_proof_requirements.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 14905 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_screenshot_evidence_register.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 13801 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_signal_candidates.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2691 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_signal_candidates_annotated.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 36876 bytes | Head SHA: 4756f5a0e
reports/coordination/chatgpt_backlog/system3_world_class_recommendations.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 5996 bytes | Head SHA: 4756f5a0e
reports/coordination/pending_issues_master.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 13902 bytes | Head SHA: 4756f5a0e
reports/coordination/proof/PATCH_0021_T11_SANITIZER_DEMO.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 471 bytes | Head SHA: 4756f5a0e
reports/coordination/proof/SMOKE_TEST_LAST.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 750 bytes | Head SHA: 4756f5a0e
reports/coordination/ruhi_b002_recapture_20260822T103352Z.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3625 bytes | Head SHA: 4756f5a0e
reports/coordination/ruhi_task_ledger.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 15617 bytes | Head SHA: 4756f5a0e
reports/coordination/session_issues_master.csv,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 6737 bytes | Head SHA: 4756f5a0e
reports/latest/CHATGPT_QC_DASHBOARD_FORENSIC_FINDINGS.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 12503 bytes | Head SHA: 4756f5a0e
reports/latest/FINAL_HUMAN_READABLE_STATUS.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 8314 bytes | Head SHA: 4756f5a0e
reports/latest/access_capability/ACCESS_GRANT_REVISE.ps1,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 480 bytes | Head SHA: 4756f5a0e
reports/latest/access_capability/ACCESS_PROBE_RESULT.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 9519 bytes | Head SHA: 4756f5a0e
reports/latest/access_capability/ACCESS_PROBE_RESULT.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1034 bytes | Head SHA: 4756f5a0e
reports/latest/access_capability/ACCESS_VERIFY_CONFIRM.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 726 bytes | Head SHA: 4756f5a0e
reports/latest/all_tabs_zero_audit.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 7701 bytes | Head SHA: 4756f5a0e
reports/latest/analyzer_signal/analyzer_signal_summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2183 bytes | Head SHA: 4756f5a0e
reports/latest/analyzer_signal/analyzer_signal_summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1243 bytes | Head SHA: 4756f5a0e
reports/latest/api_health/api_health_summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2169 bytes | Head SHA: 4756f5a0e
reports/latest/api_health/api_health_summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2014 bytes | Head SHA: 4756f5a0e
reports/latest/auto_recovery_blockers/README.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1037 bytes | Head SHA: 4756f5a0e
reports/latest/auto_recovery_blockers/auto_recovery_blockers.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1633 bytes | Head SHA: 4756f5a0e
reports/latest/autonomous_loop/BACKLOG.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1932 bytes | Head SHA: 4756f5a0e
reports/latest/autonomous_loop/intent_tick.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1055 bytes | Head SHA: 4756f5a0e
reports/latest/autopilot_proof_board/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 15801 bytes | Head SHA: 4756f5a0e
reports/latest/autopilot_proof_board/summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 14356 bytes | Head SHA: 4756f5a0e
reports/latest/claude_blocker_fixes_20260624/summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3095 bytes | Head SHA: 4756f5a0e
reports/latest/claude_forensic_audit_20260624/summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 4939 bytes | Head SHA: 4756f5a0e
reports/latest/claude_memory_audit/CLAUDE_PROJECT_MEMORY_CROSS_VERIFY_20260825.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 4283 bytes | Head SHA: 4756f5a0e
reports/latest/claude_memory_audit/CLAUDE_PROJECT_MEMORY_CROSS_VERIFY_20260825.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1458 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_ci_trigger_20260624.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 221 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_e2e_proof/README.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2393 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_e2e_proof/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3400 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_health_proof/cloud_health_proof.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1879 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_runtime_check/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 26571 bytes | Head SHA: 4756f5a0e
reports/latest/cloud_runtime_check/summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2967 bytes | Head SHA: 4756f5a0e
reports/latest/continuous_closure/resume_state.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 1055 bytes | Head SHA: 4756f5a0e
reports/latest/continuous_closure/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 17670 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 537 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_expiry_premerge_20260824T080307Z/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 560 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_expiry_premerge_20260824T080307Z/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 81142 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_premerge_20260824T075003Z/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 565 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_premerge_20260824T075003Z/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 81974 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_segment_premerge_20260824T081519Z/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 481 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/bankex_segment_premerge_20260824T081519Z/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 80184 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/p0_188_03_premerge_20260824T072112Z/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 537 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/p0_188_03_premerge_20260824T072112Z/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 79612 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/resume_20260824T123345Z/NEXT_ACTION.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 537 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/resume_20260824T123345Z/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 81259 bytes | Head SHA: 4756f5a0e
reports/latest/control_plane/workflow_issue_artifact_snapshot.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 79528 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/endpoint_matrix.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2932 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_auto_gates.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 6151 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_health.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 876 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_instruments_health.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 617 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_qc.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 291 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_state.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2255 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 559 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_ui_response.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 304 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_underlyings.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 96 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_auto_snap/latest_verdict.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 639 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_browser_proof/screenshots/.last-run.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 45 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_browser_proof/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 3776 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_browser_proof/summary.md,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 370 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_endpoint_coverage/endpoint_coverage_summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 35504 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_endpoint_coverage/endpoint_results.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 32367 bytes | Head SHA: 4756f5a0e
reports/latest/dashboard_full_audit/summary.json,General Core & Utilities,Utility Script / Module,Active,N/A,4756f5a0e,Size: 2868 bytes | Head SHA: 4756f5a0e
