"Tab (Issues / PullRequests / Actions)","ItemID / Title","Status (Open / Closed / Failed / Passed)","RootCause","ResolutionStep","VerificationProof","ImprovementPotential"
"PullRequests","#165 / Harden production UI semantic hydration proof","Failed","Merge conflict at head=05b8b73c5bd6c5fd4d7ba4eb1f30e1fa9716f2e2 base=42827ad7009a220c3d085ce6570d2a80d3bb53b3","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=05b8b73c5bd6c5fd4d7ba4eb1f30e1fa9716f2e2; updated=2026-08-13T14:38:07Z; https://github.com/psw2025-cmd/Genesis_System3/pull/165","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#139 / feat(ui): reclaim mobile workspace with compact navigation","Failed","Merge conflict at head=519279376d022f41162a8c908c84a793981450e8 base=9e2ce91683f9fc9ac96a85b116451158c89d6159","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=519279376d022f41162a8c908c84a793981450e8; updated=2026-08-12T08:52:28Z; https://github.com/psw2025-cmd/Genesis_System3/pull/139","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#131 / security: current-main public-readonly runtime boundary","Failed","Merge conflict at head=4f0775da5bc6ebb2cd5009a154857cc10be41d08 base=e09824188ab7c30f08c0af48cf7e27bb0a22d798","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=4f0775da5bc6ebb2cd5009a154857cc10be41d08; updated=2026-08-12T07:34:47Z; https://github.com/psw2025-cmd/Genesis_System3/pull/131","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#129 / security: permanently remove dashboard credential and session authority","Failed","Merge conflict at head=04f27e100b53e464f5d6ba5b407d8faaff74b3ef base=36e24d86e1aed1ae5ddbf77055cabf6e125e58cb","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=04f27e100b53e464f5d6ba5b407d8faaff74b3ef; updated=2026-08-12T04:53:59Z; https://github.com/psw2025-cmd/Genesis_System3/pull/129","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#125 / feat(sre): add fail-closed OperationsTruth inventory and SLO scorecard","Failed","Merge conflict at head=e6926287a62e1bf4d6fcf55e2b700de0feeed037 base=44ae4a8ca618cd967d605751e9a2fd17102d7765","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=e6926287a62e1bf4d6fcf55e2b700de0feeed037; updated=2026-08-12T00:44:49Z; https://github.com/psw2025-cmd/Genesis_System3/pull/125","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#121 / feat(observability): add traced read-only 24x7 monitoring foundation","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=01fe0232ca03f2a46eb1ec92c5a9f5b2ca04e998; updated=2026-08-11T23:40:13Z; https://github.com/psw2025-cmd/Genesis_System3/pull/121","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#115 / fix(gcp): make Cloud Run static proof command-aware","Failed","Merge conflict at head=dac8e97e776417f9685f9c2f4077ae6c16e8f140 base=a568591c27c8c1453b097ac1617f27acea13a8f9","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=dac8e97e776417f9685f9c2f4077ae6c16e8f140; updated=2026-08-11T21:57:31Z; https://github.com/psw2025-cmd/Genesis_System3/pull/115","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#110 / fix(gcp): deploy one canonical Cloud Run runtime revision","Failed","Merge conflict at head=925cd2ba9b18a3124ac182fe70d07fef8934d424 base=8bd33e392472208f2b8ccde9627a9e17bd6e17fc","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=925cd2ba9b18a3124ac182fe70d07fef8934d424; updated=2026-08-11T16:25:16Z; https://github.com/psw2025-cmd/Genesis_System3/pull/110","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#98 / fix(dashboard): add missing [v-cloak] CSS rule to hide raw template t…","Failed","Merge conflict at head=74f5b68509b5af7ec94466831c2dd4d57365d868 base=5c0b43eb9ddd30dbe6014c8472fee2cbfceb585f","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=74f5b68509b5af7ec94466831c2dd4d57365d868; updated=2026-08-11T11:18:26Z; https://github.com/psw2025-cmd/Genesis_System3/pull/98","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#97 / fix(dashboard): guard live P&L sync against synthetic/paper-simulatio…","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=29e7b2cfc9120976e9c0d33147d92e9dc64f7484; updated=2026-08-10T23:55:29Z; https://github.com/psw2025-cmd/Genesis_System3/pull/97","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#84 / Harden analyzer-only frozen evaluation and ML proof gating for unreliable holdout/UI states","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=71572eee7c1754f7a443e50d9f44f875208fc1aa; updated=2026-08-10T17:12:29Z; https://github.com/psw2025-cmd/Genesis_System3/pull/84","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#83 / [WIP] Implement P0 stabilization patch for trading reliability and GCP migration","Failed","Merge conflict at head=1e7c03be4f6ca80b47c80da5929393edd3898378 base=e7f2cf20ec132c3b290415f1e069821a67d3a700","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=1e7c03be4f6ca80b47c80da5929393edd3898378; updated=2026-08-04T21:01:24Z; https://github.com/psw2025-cmd/Genesis_System3/pull/83","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#81 / feat(research): resumable all-equity options big-data and leakage-safe backtest","Failed","Merge conflict at head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e base=62bdf022ed96bca78025b08e1460533aa77ef17b","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-08-05T13:30:13Z; https://github.com/psw2025-cmd/Genesis_System3/pull/81","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#80 / fix(ui): paper console status and mobile layout","Failed","Merge conflict at head=74ce9b0daefb299b49a234b4e673759be38aff2a base=798a411e7e35ae1e2f69b019550a5d4719ddd4ce","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=74ce9b0daefb299b49a234b4e673759be38aff2a; updated=2026-07-07T06:14:01Z; https://github.com/psw2025-cmd/Genesis_System3/pull/80","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#78 / feat(paper): add core pipeline v8 paper ledger and proof","Failed","Merge conflict at head=8a8c7a42a2cc5eb0d685a5a11e41b476be51d403 base=ae15e7570e49fd4de24c9df5b603808678a7e4c4","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=8a8c7a42a2cc5eb0d685a5a11e41b476be51d403; updated=2026-07-06T18:49:42Z; https://github.com/psw2025-cmd/Genesis_System3/pull/78","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#76 / Normalize cloud runtime check output for dashboard-auth-protected endpoints","Failed","Merge conflict at head=876bf9c20301fe806cef39fa5025e52935b4a225 base=0148588fa2db552c2236f99c2959cf44b54432c1","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=876bf9c20301fe806cef39fa5025e52935b4a225; updated=2026-07-06T10:44:48Z; https://github.com/psw2025-cmd/Genesis_System3/pull/76","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#67 / Fix blocking workflow-policy guard by restoring single-workflow layout","Failed","Merge conflict at head=56db8d283ab3d5144c84500a982716994d528cd3 base=e0a674b1b8fac577653462ec93ac7964d742b0dc","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=56db8d283ab3d5144c84500a982716994d528cd3; updated=2026-07-03T18:23:18Z; https://github.com/psw2025-cmd/Genesis_System3/pull/67","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#65 / Stabilize dashboard API polling","Failed","Merge conflict at head=23b33384339d063616c903e0d32e54014b0de575 base=43aba9750f354e44aa3f7f892e0d82da61430c4a","Rebuild/rebase from current main without overwriting newer ownership; rerun exact-head checks","captured=2026-08-24T12:48:16.508513+00:00; head=23b33384339d063616c903e0d32e54014b0de575; updated=2026-07-05T08:21:18Z; https://github.com/psw2025-cmd/Genesis_System3/pull/65","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#51 / docs: add cloud CI failure triage proof","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=f6c677a5c87740342017b4171164369b23d48316; updated=2026-07-01T08:54:24Z; https://github.com/psw2025-cmd/Genesis_System3/pull/51","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#43 / Add corrected cloud dashboard proof workflow","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=a6b4d64ab769f65a553000ad0b6d581448168a7a; updated=2026-06-24T07:18:04Z; https://github.com/psw2025-cmd/Genesis_System3/pull/43","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#42 / [WIP] Implement all recommended features for dashboard enhancement","Open","Repository review/protection gate blocks merge; do not bypass required review","Obtain independent review and recheck exact-head mandatory checks before merge","captured=2026-08-24T12:48:16.508513+00:00; head=a4e96c7b4e612c644a1f10d2c09d0bf81d448f6b; updated=2026-06-24T13:51:02Z; https://github.com/psw2025-cmd/Genesis_System3/pull/42","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#41 / [WIP] Add comprehensive audit endpoints for trading system","Open","Draft PR; mergeable_state=blocked; exact-head readiness not asserted","Finish bounded scope, update tests/evidence, mark ready, then verify mandatory checks","captured=2026-08-24T12:48:16.508513+00:00; head=e0191ad080790d971a401eb0e9176bde04c1bc02; updated=2026-06-23T17:17:38Z; https://github.com/psw2025-cmd/Genesis_System3/pull/41","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#40 / [WIP] Expand backend API for portfolio overview and details","Open","Draft PR; mergeable_state=blocked; exact-head readiness not asserted","Finish bounded scope, update tests/evidence, mark ready, then verify mandatory checks","captured=2026-08-24T12:48:16.508513+00:00; head=39ce06ad0bdac0f0cdeb6009e46da4892a561633; updated=2026-06-23T17:12:30Z; https://github.com/psw2025-cmd/Genesis_System3/pull/40","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#39 / [WIP] Conduct dashboard production readiness audit","Open","Draft PR; mergeable_state=blocked; exact-head readiness not asserted","Finish bounded scope, update tests/evidence, mark ready, then verify mandatory checks","captured=2026-08-24T12:48:16.508513+00:00; head=5fd2e16daeedccf727d1ec74c489cabf1d9fcce8; updated=2026-06-23T17:06:49Z; https://github.com/psw2025-cmd/Genesis_System3/pull/39","Keep one defect/owner per PR; retire stale branches after proven supersession"
"PullRequests","#38 / [WIP] Activate Dhan Data API as P0 source with token safety measures","Open","Draft PR; mergeable_state=blocked; exact-head readiness not asserted","Finish bounded scope, update tests/evidence, mark ready, then verify mandatory checks","captured=2026-08-24T12:48:16.508513+00:00; head=08d7384a34514b73dedfc9824b1ea0487a22834e; updated=2026-06-23T17:02:46Z; https://github.com/psw2025-cmd/Genesis_System3/pull/38","Keep one defect/owner per PR; retire stale branches after proven supersession"
"Actions","239605950 / Genesis System3 Global Safety CI","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32727885719; head=420029d90cc5fb2bd135a1c203c94451f2b18e6a; updated=2026-08-24T12:38:40Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32727885719","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","284066659 / Dependency Graph","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32607118524; head=2a590fee0260208d39ec2a3fe06f52d008c7c55b; updated=2026-08-23T00:10:16Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32607118524","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","290738147 / .github/workflows/patch-render-root-and-smartapi.yml","Failed","HISTORICAL_HEAD_FAILURE; Failed job/log inspection required; no failed-step metadata returned","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=28734476973; head=e40688ab1c8f49e2d6e9d4277f53cb0cbfacc2d0; updated=2026-07-05T08:15:43Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/28734476973","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","298059046 / Copilot cloud agent","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30993254780; head=1e22833f14b3a05b418d64bdb5005f690de45a45; updated=2026-08-05T09:27:41Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30993254780","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","298268529 / Copilot","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30763736978; head=a36bee0631e77dfb079a4bc4dce909a1da4c16ca; updated=2026-08-02T19:38:20Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30763736978","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","311602155 / .github/workflows/options-ml-training-proof.yml","Failed","HISTORICAL_HEAD_FAILURE; Failed job/log inspection required; no failed-step metadata returned","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=31947183338; head=e5334d0caf0d5919b35cbbcf130fd0d11480e7e2; updated=2026-08-16T12:29:11Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/31947183338","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320785718 / Options Big-Data Research","Failed","HISTORICAL_HEAD_FAILURE; hosted-nse-eod-smoke: Assert rows, bytes, hash, profile, and safety | self-hosted-nse-eod-backfill: Verify automatically when backfill reaches zero remaining","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951522; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T11:23:25Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951522","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320806164 / Options Big-Data Full History","Failed","HISTORICAL_HEAD_FAILURE; full-nse-fo-history: Verify complete persisted archive","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951537; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T04:27:01Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951537","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320954493 / System3 Full Non-Live Proof","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951572; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:37:25Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951572","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320955067 / Options Verifier Diagnostic","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951490; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:35:44Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951490","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320966552 / Options Big-Data Self-Hosted Model","Failed","HISTORICAL_HEAD_FAILURE; verify-train-frozen-holdout: Verify all persisted archive files","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951534; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T05:01:40Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951534","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","320989810 / Options Big-Data Artifact Model","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951493; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:57:06Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951493","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","321014653 / Options Realistic Focused Tests","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951507; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:35:52Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951507","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","321089097 / Options Recovery Attachment Audit","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951576; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:35:49Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951576","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","321099896 / Options Corrected Framework Phase1","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=30234951545; head=d5ea122c9bc1cf6c955ebf329549ac912e4b9b9e; updated=2026-07-27T03:35:44Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/30234951545","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","325751903 / GCP Stage 2 Safety Checks","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32712884111; head=f0bbadb8c6239adca6cb2edd184169d1ca3a02a0; updated=2026-08-24T09:41:40Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32712884111","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","327214218 / Cloud Run Auto Deploy","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32713244087; head=8ba7738a1583d17b6ce793411dcfd4087a8617b7; updated=2026-08-24T09:58:16Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32713244087","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","328580932 / GCP Dhan Token Fix CI","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32714349037; head=8ba7738a1583d17b6ce793411dcfd4087a8617b7; updated=2026-08-24T09:59:19Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32714349037","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","328609515 / GCP Dhan Token Rotation Manual Recovery","Failed","HISTORICAL_HEAD_FAILURE; rotate-and-prove: Execute single-flight rotation job","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32399271208; head=99e36562856acce545dcf912860c389008b00306; updated=2026-08-20T17:45:24Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32399271208","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","328782436 / Workflow Priority Guard","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32728188278; head=e5272c42788e3abd8bbae9100eacab547bca12fd; updated=2026-08-24T12:39:37Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32728188278","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","332146887 / GCP WIF Keyless Proof","Failed","HISTORICAL_HEAD_FAILURE; prove-keyless-auth: Prove broker read-only safety and LIVE lock","Keep as historical context unless fresh main/active-PR/runtime evidence makes it actionable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=31522291143; head=468253a9eff7379e74b89bb550d8ff124ff6c26b; updated=2026-08-11T18:22:17Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/31522291143","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","332351949 / Quant AlphaTruth Evaluator","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=31548321407; head=5c4c860d3376cbd0142a41249d4b67606eee6621; updated=2026-08-11T23:55:54Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/31548321407","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","332673060 / GCP Dhan OC Readonly Diagnostic","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=31589764375; head=ef506e44c74ed918b257277406d3bd28bc7776eb; updated=2026-08-12T18:30:53Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/31589764375","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","333489393 / Frontend Browser Runtime Smoke","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32727885696; head=420029d90cc5fb2bd135a1c203c94451f2b18e6a; updated=2026-08-24T12:36:58Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32727885696","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","334471261 / SonarQube Audit","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32727885609; head=420029d90cc5fb2bd135a1c203c94451f2b18e6a; updated=2026-08-24T12:35:42Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32727885609","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","334471264 / Security Audit Evidence","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32727885531; head=420029d90cc5fb2bd135a1c203c94451f2b18e6a; updated=2026-08-24T12:36:47Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32727885531","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","334471267 / CodeQL Security Audit","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32727885736; head=420029d90cc5fb2bd135a1c203c94451f2b18e6a; updated=2026-08-24T12:37:43Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32727885736","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","334480445 / Dependabot Updates","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32668556343; head=887212b33b02da3247860f5e280e9a90a443b87a; updated=2026-08-23T21:47:27Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32668556343","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","334496461 / Full Cloud Audit and Forensic Consensus","Failed","Read-only cloud forensic audit: Enforce unified audit verdict","Inspect actual failed job logs/artifacts; fix root cause; rerun through normal trigger","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32723672953; head=e5272c42788e3abd8bbae9100eacab547bca12fd; updated=2026-08-24T11:50:04Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32723672953","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","335197562 / GCP Authority Repair","Passed","Latest run conclusion=skipped; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32714349258; head=8ba7738a1583d17b6ce793411dcfd4087a8617b7; updated=2026-08-24T09:58:20Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32714349258","Add a focused regression and failure fingerprint when a cause repeats"
"Actions","335884256 / System3 Preflight Control Plane","Passed","Latest run conclusion=success; proves only this workflow contract","Retain immutable run identity; continue runtime/UI proof where applicable","captured=2026-08-24T12:48:16.508513+00:00; main=e5272c42788e3abd8bbae9100eacab547bca12fd; run=32723672834; head=e5272c42788e3abd8bbae9100eacab547bca12fd; updated=2026-08-24T11:48:40Z; https://github.com/psw2025-cmd/Genesis_System3/actions/runs/32723672834","Add a focused regression and failure fingerprint when a cause repeats"
